date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-12-31,SKU-021,306,0,7.0,63
2025-12-31,SKU-022,69,29,7.0,59
2025-12-31,SKU-023,135,0,10.0,137
2025-12-31,SKU-024,36,0,5.0,65
2025-12-31,SKU-025,280,107,14.0,214
2025-12-31,SKU-026,468,112,28.0,224
2025-12-31,SKU-027,10,0,5.0,13
2025-12-31,SKU-028,165,0,10.0,161
2025-12-31,SKU-029,232,360,28.0,360
2025-12-31,SKU-030,45,0,7.0,26
2025-12-31,SKU-031,81,112,5.0,112
2025-12-31,SKU-032,486,0,28.0,264
2025-12-31,SKU-033,304,0,10.0,208
2025-12-31,SKU-034,10,0,14.0,22
2025-12-31,SKU-035,48,20,28.0,41
2025-12-31,SKU-036,65,0,28.0,323
2025-12-31,SKU-037,392,0,21.0,372
2025-12-31,SKU-038,98,41,28.0,83
2025-12-31,SKU-039,164,0,14.0,194
2025-12-31,SKU-040,33,76,10.0,95
2025-12-31,SKU-041,13,0,21.0,236
2025-12-31,SKU-042,3,0,10.0,35
2025-12-31,SKU-043,894,0,10.0,176
2025-12-31,SKU-044,212,0,28.0,214
2025-12-31,SKU-045,180,0,28.0,449
2025-12-31,SKU-046,18,56,28.0,70
2025-12-31,SKU-047,176,0,7.0,157
2025-12-31,SKU-048,215,70,10.0,140
2025-12-31,SKU-049,31,14,14.0,29
2025-12-31,SKU-050,162,0,10.0,170
2025-12-31,SKU-051,349,0,5.0,115
2025-12-31,SKU-052,90,113,7.0,113
2025-12-31,SKU-053,213,59,21.0,118
2025-12-31,SKU-054,57,14,7.0,28
2025-12-31,SKU-055,406,0,14.0,191
2025-12-31,SKU-056,35,0,5.0,25
2025-12-31,SKU-057,538,123,14.0,247
2025-12-31,SKU-058,260,0,7.0,104
2025-12-31,SKU-059,558,212,28.0,425
2025-12-31,SKU-060,51,0,14.0,46
2025-12-31,SKU-061,55,0,10.0,141
2025-12-31,SKU-062,1055,0,28.0,422
2025-12-31,SKU-063,117,184,14.0,184
2025-12-31,SKU-064,295,0,7.0,139
2025-12-31,SKU-065,90,90,5.0,90
2025-12-31,SKU-066,62,188,14.0,236
2025-12-31,SKU-067,56,0,7.0,61
2025-12-31,SKU-068,370,0,21.0,250
2025-12-31,SKU-069,151,64,14.0,129
2025-12-31,SKU-070,297,0,14.0,96
2025-12-31,SKU-071,17,0,5.0,59
2025-12-31,SKU-072,479,0,5.0,108
2025-12-31,SKU-073,454,110,21.0,221
2025-12-31,SKU-074,407,87,10.0,175
2025-12-31,SKU-075,658,146,21.0,292
2025-12-31,SKU-076,84,0,28.0,234
2025-12-31,SKU-077,88,25,5.0,51
2025-12-31,SKU-078,360,0,28.0,78
2025-12-31,SKU-079,241,0,7.0,137
2025-12-31,SKU-080,103,0,10.0,133
2025-12-31,SKU-081,176,0,14.0,225
2025-12-31,SKU-082,72,0,14.0,29
2025-12-31,SKU-083,261,0,14.0,132
2025-12-31,SKU-084,35,9,14.0,18
2025-12-31,SKU-085,283,0,21.0,193
2025-12-31,SKU-086,153,316,28.0,396
2025-12-31,SKU-087,644,0,21.0,333
2025-12-31,SKU-088,54,91,10.0,91
2025-12-31,SKU-089,63,15,7.0,31
2025-12-31,SKU-090,251,0,28.0,276
2025-12-31,SKU-091,86,0,7.0,42
2025-12-31,SKU-092,1481,0,28.0,322
2025-12-31,SKU-093,135,267,21.0,267
2025-12-31,SKU-094,405,96,21.0,192
2025-12-31,SKU-095,233,110,14.0,221
2025-12-31,SKU-096,4,0,7.0,18
2025-12-31,SKU-097,3,117,10.0,147
2025-12-31,SKU-098,28,0,7.0,126
2025-12-31,SKU-099,770,0,21.0,328
2025-12-31,SKU-100,582,160,28.0,321
2025-12-31,SKU-101,1383,0,28.0,329
2025-12-31,SKU-102,1094,0,14.0,258
2025-12-31,SKU-103,68,21,21.0,43
2025-12-31,SKU-104,316,75,7.0,151
2025-12-31,SKU-105,314,107,21.0,215
2025-12-31,SKU-106,84,0,14.0,61
2025-12-31,SKU-107,480,130,28.0,261
2025-12-31,SKU-108,78,0,21.0,116
2025-12-31,SKU-109,335,0,10.0,105
2025-12-31,SKU-110,352,77,7.0,154
2025-12-31,SKU-111,253,108,14.0,216
2025-12-31,SKU-112,44,0,21.0,101
2025-12-31,SKU-113,243,0,14.0,154
2025-12-31,SKU-114,82,0,7.0,113
2025-12-31,SKU-115,636,0,21.0,209
2025-12-31,SKU-116,154,0,5.0,92
2025-12-31,SKU-117,544,214,28.0,428
2025-12-31,SKU-118,113,119,10.0,119
2025-12-31,SKU-119,327,152,21.0,305
2025-12-31,SKU-120,141,0,28.0,117
2025-12-31,SKU-121,317,0,21.0,210
2025-12-31,SKU-122,68,176,28.0,221
2025-12-31,SKU-123,39,0,28.0,397
2025-12-31,SKU-124,9,0,14.0,198
2025-12-31,SKU-125,279,0,7.0,132
2025-12-31,SKU-126,196,46,10.0,93
2025-12-31,SKU-127,33,0,10.0,16
2025-12-31,SKU-128,11,0,28.0,354
2025-12-31,SKU-129,38,0,10.0,194
2025-12-31,SKU-130,264,0,10.0,163
2025-12-31,SKU-131,47,56,14.0,56
2025-12-31,SKU-132,191,0,28.0,96
2025-12-31,SKU-133,10,0,21.0,330
2025-12-31,SKU-134,276,116,21.0,233
2025-12-31,SKU-135,551,0,7.0,125
2025-12-31,SKU-136,139,0,7.0,74
2025-12-31,SKU-137,55,0,7.0,39
2025-12-31,SKU-138,34,15,5.0,31
2025-12-31,SKU-139,127,277,28.0,277
2025-12-31,SKU-140,54,16,5.0,33
2025-12-31,SKU-141,81,0,7.0,113
2025-12-31,SKU-142,137,29,7.0,59
2025-12-31,SKU-143,478,146,28.0,292
2025-12-31,SKU-144,38,60,14.0,60
2025-12-31,SKU-145,42,142,10.0,178
2025-12-31,SKU-146,253,0,14.0,129
2025-12-31,SKU-147,17,0,7.0,110
2025-12-31,SKU-148,112,0,21.0,93
2025-12-31,SKU-149,263,57,5.0,115
2025-12-31,SKU-150,16,78,21.0,98
2025-12-31,SKU-151,606,189,28.0,378
2025-12-31,SKU-152,132,41,7.0,82
2025-12-31,SKU-153,16,0,21.0,28
2025-12-31,SKU-154,129,0,14.0,57
2025-12-31,SKU-155,1156,0,28.0,358
2025-12-31,SKU-156,83,127,7.0,127
2025-12-31,SKU-157,11,17,7.0,17
2025-12-31,SKU-158,784,0,14.0,248
2025-12-31,SKU-159,317,88,28.0,177
2025-12-31,SKU-160,182,215,21.0,215
2025-12-31,SKU-161,517,126,21.0,253
2025-12-31,SKU-162,207,262,14.0,262
2025-12-31,SKU-163,263,0,10.0,109
2025-12-31,SKU-164,450,0,21.0,333
2025-12-31,SKU-165,147,0,21.0,250
2025-12-31,SKU-166,300,0,10.0,131
2025-12-31,SKU-167,467,110,14.0,221
2025-12-31,SKU-168,54,0,14.0,70
2025-12-31,SKU-169,22,0,7.0,17
2025-12-31,SKU-170,930,0,28.0,260
2025-12-31,SKU-171,153,0,5.0,29
2025-12-31,SKU-172,172,84,14.0,168
2025-12-31,SKU-173,66,18,5.0,36
2025-12-31,SKU-174,62,0,7.0,44
2025-12-31,SKU-175,188,254,21.0,254
2025-12-31,SKU-176,190,0,21.0,231
2025-12-31,SKU-177,23,0,5.0,10
2025-12-31,SKU-178,136,0,21.0,58
2025-12-31,SKU-179,61,0,21.0,200
2025-12-31,SKU-180,83,170,21.0,213
2025-12-31,SKU-181,952,0,21.0,171
2025-12-31,SKU-182,350,77,7.0,154
2025-12-31,SKU-183,306,0,10.0,128
2025-12-31,SKU-184,80,0,14.0,51
2025-12-31,SKU-185,195,0,10.0,130
2025-12-31,SKU-186,230,0,5.0,97
2025-12-31,SKU-187,47,13,21.0,27
2025-12-31,SKU-188,70,16,10.0,33
2025-12-31,SKU-189,367,90,10.0,180
2025-12-31,SKU-190,153,209,28.0,209
2025-12-31,SKU-191,99,33,7.0,67
2025-12-31,SKU-192,333,0,21.0,145
2025-12-31,SKU-193,83,0,28.0,84
2025-12-31,SKU-194,57,0,5.0,36
2025-12-31,SKU-195,172,0,7.0,70
2026-03-31,SKU-001,94,0,7.0,83
2026-03-31,SKU-002,1,45,10.0,57
2026-03-31,SKU-003,201,0,14.0,172
2026-03-31,SKU-004,84,201,28.0,252
2026-03-31,SKU-005,31,0,7.0,15
2026-03-31,SKU-006,15,0,21.0,83
2026-03-31,SKU-007,15,23,7.0,23
2026-03-31,SKU-008,473,0,28.0,208
2026-03-31,SKU-009,1620,0,28.0,346
2026-03-31,SKU-010,1921,0,28.0,403
2026-03-31,SKU-011,157,0,10.0,201
2026-03-31,SKU-012,385,0,14.0,252
2026-03-31,SKU-013,273,72,14.0,145
2026-03-31,SKU-014,330,99,10.0,199
2026-03-31,SKU-015,476,0,28.0,229
2026-03-31,SKU-016,436,0,10.0,201
2026-03-31,SKU-017,7,0,14.0,46
2026-03-31,SKU-018,231,0,10.0,94
2026-03-31,SKU-019,184,404,28.0,404
2026-03-31,SKU-020,287,0,28.0,366
2026-03-31,SKU-021,74,96,14.0,96
2026-03-31,SKU-022,388,0,7.0,156
2026-03-31,SKU-023,111,203,14.0,203
2026-03-31,SKU-024,90,0,7.0,45
2026-03-31,SKU-025,7,0,5.0,23
2026-03-31,SKU-026,739,179,21.0,359
2026-03-31,SKU-027,1320,0,14.0,244
2026-03-31,SKU-028,588,0,10.0,109
2026-03-31,SKU-029,123,0,10.0,91
2026-03-31,SKU-030,579,0,21.0,303
2026-03-31,SKU-031,835,0,21.0,146
2026-03-31,SKU-032,29,64,7.0,80
2026-03-31,SKU-033,59,0,28.0,35
2026-03-31,SKU-034,299,0,10.0,84
2026-03-31,SKU-035,89,116,21.0,116
2026-03-31,SKU-036,78,86,7.0,86
2026-03-31,SKU-037,95,0,10.0,180
2026-03-31,SKU-038,633,132,21.0,264
2026-03-31,SKU-039,388,0,7.0,96
2026-03-31,SKU-040,254,0,7.0,133
2026-03-31,SKU-041,28,60,7.0,75
2026-03-31,SKU-042,104,46,14.0,92
2026-03-31,SKU-043,16,76,5.0,95
2026-03-31,SKU-044,107,37,28.0,74
2026-03-31,SKU-045,500,0,10.0,123
2026-03-31,SKU-046,6,0,10.0,17
2026-03-31,SKU-047,315,113,21.0,226
2026-03-31,SKU-048,176,38,10.0,77
2026-03-31,SKU-049,31,0,5.0,56
2026-03-31,SKU-050,318,393,28.0,393
2026-03-31,SKU-051,12,18,5.0,18
2026-03-31,SKU-052,146,162,28.0,162
2026-03-31,SKU-053,372,93,10.0,187
2026-03-31,SKU-054,209,0,14.0,59
2026-03-31,SKU-055,64,0,28.0,136
2026-03-31,SKU-056,28,56,7.0,71
2026-03-31,SKU-057,53,0,21.0,43
2026-03-31,SKU-058,24,107,10.0,134
2026-03-31,SKU-059,39,0,7.0,48
2026-03-31,SKU-060,38,91,7.0,91
2026-03-31,SKU-061,321,91,10.0,182
2026-03-31,SKU-062,205,80,7.0,160
2026-03-31,SKU-063,1988,0,28.0,366
2026-03-31,SKU-064,425,124,21.0,248
2026-03-31,SKU-065,19,82,21.0,103
2026-03-31,SKU-066,32,0,14.0,82
2026-03-31,SKU-067,158,35,10.0,70
2026-03-31,SKU-068,166,0,14.0,92
2026-03-31,SKU-069,65,77,5.0,77
2026-03-31,SKU-070,161,39,14.0,79
2026-03-31,SKU-071,20,0,14.0,73
2026-03-31,SKU-072,1699,0,21.0,291
2026-03-31,SKU-073,325,338,28.0,338
2026-03-31,SKU-074,4,51,14.0,64
2026-03-31,SKU-075,157,44,5.0,88
2026-03-31,SKU-076,57,0,7.0,59
2026-03-31,SKU-077,80,160,7.0,160
2026-03-31,SKU-078,0,28,28.0,35
2026-03-31,SKU-079,56,63,7.0,63
2026-03-31,SKU-080,10,0,14.0,193
2026-03-31,SKU-081,75,20,5.0,41
2026-03-31,SKU-082,91,19,7.0,39
2026-03-31,SKU-083,38,11,5.0,23
2026-03-31,SKU-084,287,0,14.0,79
2026-03-31,SKU-085,26,162,14.0,203
2026-03-31,SKU-086,116,0,14.0,189
2026-03-31,SKU-087,890,0,28.0,357
2026-03-31,SKU-088,88,0,10.0,107
2026-03-31,SKU-089,40,103,28.0,129
2026-03-31,SKU-090,34,0,10.0,16
2026-03-31,SKU-091,5,172,14.0,216
2026-03-31,SKU-092,343,0,28.0,298
2026-03-31,SKU-093,172,0,7.0,86
2026-03-31,SKU-094,26,0,5.0,52
2026-03-31,SKU-095,429,0,14.0,76
2026-03-31,SKU-096,819,0,28.0,370
2026-03-31,SKU-097,129,47,5.0,95
2026-03-31,SKU-098,106,34,5.0,69
2026-03-31,SKU-099,179,48,7.0,97
2026-03-31,SKU-100,265,0,10.0,183
2026-03-31,SKU-101,47,78,21.0,78
2026-03-31,SKU-102,30,0,14.0,18
2026-03-31,SKU-103,147,43,5.0,86
2026-03-31,SKU-104,276,0,28.0,59
2026-03-31,SKU-105,130,45,7.0,91
2026-03-31,SKU-106,43,0,10.0,93
2026-03-31,SKU-107,2,0,5.0,113
2026-03-31,SKU-108,18,55,5.0,69
2026-03-31,SKU-109,553,125,28.0,251
2026-03-31,SKU-110,63,0,5.0,54
2026-03-31,SKU-111,373,0,7.0,111
2026-03-31,SKU-112,71,174,14.0,218
2026-03-31,SKU-113,34,0,10.0,169
2026-03-31,SKU-114,37,0,28.0,62
2026-03-31,SKU-115,147,0,5.0,99
2026-03-31,SKU-116,345,127,21.0,254
2026-03-31,SKU-117,123,39,28.0,78
2026-03-31,SKU-118,1157,0,28.0,329
2026-03-31,SKU-119,134,47,7.0,94
2026-03-31,SKU-120,356,95,10.0,190
2026-03-31,SKU-121,374,0,14.0,209
2026-03-31,SKU-122,496,107,21.0,215
2026-03-31,SKU-123,404,0,10.0,201
2026-03-31,SKU-124,18,0,28.0,46
2026-03-31,SKU-125,55,0,10.0,14
2026-03-31,SKU-126,40,9,10.0,18
2026-03-31,SKU-127,495,0,21.0,203
2026-03-31,SKU-128,17,6,5.0,13
2026-03-31,SKU-129,106,187,10.0,187
2026-03-31,SKU-130,106,0,5.0,79
2026-03-31,SKU-131,426,0,28.0,177
2026-03-31,SKU-132,73,198,21.0,248
2026-03-31,SKU-133,489,0,5.0,106
2026-03-31,SKU-134,247,0,10.0,186
2026-03-31,SKU-135,328,161,28.0,323
2026-03-31,SKU-136,17,0,5.0,47
2026-03-31,SKU-137,50,112,10.0,112
2026-03-31,SKU-138,253,0,14.0,207
2026-03-31,SKU-139,123,45,14.0,90
2026-03-31,SKU-140,138,34,5.0,68
2026-03-31,SKU-141,37,0,10.0,29
2026-03-31,SKU-142,324,0,14.0,158
2026-03-31,SKU-143,366,0,21.0,240
2026-03-31,SKU-144,84,0,5.0,41
2026-03-31,SKU-145,182,0,5.0,93
2026-03-31,SKU-146,179,40,10.0,81
2026-03-31,SKU-147,367,81,7.0,162
2026-03-31,SKU-148,26,0,21.0,75
2026-03-31,SKU-149,56,0,7.0,116
2026-03-31,SKU-150,205,0,28.0,56
2026-03-31,SKU-151,18,7,10.0,15
2026-03-31,SKU-152,122,0,14.0,136
2026-03-31,SKU-153,234,47,7.0,94
2026-03-31,SKU-154,89,0,21.0,279
2026-03-31,SKU-155,175,82,14.0,164
2026-03-31,SKU-156,18,19,7.0,19
2026-03-31,SKU-157,218,0,5.0,67
2026-03-31,SKU-158,367,0,14.0,183
2026-03-31,SKU-159,233,0,5.0,45
2026-03-31,SKU-160,342,0,7.0,161
2026-03-31,SKU-161,130,0,10.0,108
2026-03-31,SKU-162,93,0,7.0,88
2026-03-31,SKU-163,122,152,7.0,152
2026-03-31,SKU-164,62,101,28.0,101
2026-03-31,SKU-165,754,0,28.0,166
2026-03-31,SKU-166,370,0,10.0,172
2026-03-31,SKU-167,229,357,21.0,357
2026-03-31,SKU-168,225,0,28.0,92
2026-03-31,SKU-169,50,78,14.0,78
2026-03-31,SKU-170,78,0,14.0,154
2026-03-31,SKU-171,125,0,7.0,58
2026-03-31,SKU-172,952,0,14.0,268
2026-03-31,SKU-173,1997,0,28.0,449
2026-03-31,SKU-174,267,0,5.0,79
2026-03-31,SKU-175,184,0,7.0,59
2026-03-31,SKU-176,396,93,10.0,186
2026-03-31,SKU-177,345,0,14.0,205
2026-03-31,SKU-178,18,0,7.0,26
2026-03-31,SKU-179,197,0,21.0,106
2026-03-31,SKU-180,120,304,28.0,380
2026-03-31,SKU-181,176,0,7.0,141
2026-03-31,SKU-182,46,22,7.0,45
2026-03-31,SKU-183,98,0,14.0,73
2026-03-31,SKU-184,146,0,5.0,30
2026-03-31,SKU-185,136,0,21.0,196
2026-03-31,SKU-186,47,95,14.0,119
2026-03-31,SKU-187,190,0,28.0,171
2026-03-31,SKU-188,521,0,14.0,132
2026-03-31,SKU-189,679,0,21.0,213
2026-03-31,SKU-190,171,0,21.0,159
2026-03-31,SKU-191,443,0,10.0,99
2026-03-31,SKU-192,26,0,14.0,59
2026-03-31,SKU-193,482,0,14.0,226
2026-03-31,SKU-194,746,0,7.0,130
2026-03-31,SKU-195,128,0,21.0,71
2026-06-30,SKU-001,469,0,7.0,80
2026-06-30,SKU-002,20,0,7.0,146
2026-06-30,SKU-003,115,288,28.0,360
2026-06-30,SKU-004,175,0,5.0,74
2026-06-30,SKU-005,10,124,14.0,155
2026-06-30,SKU-006,1153,0,21.0,329
2026-06-30,SKU-007,64,19,7.0,38
2026-06-30,SKU-008,615,0,10.0,156
2026-06-30,SKU-009,439,0,28.0,112
2026-06-30,SKU-010,63,86,5.0,86
2026-06-30,SKU-011,56,123,14.0,154
2026-06-30,SKU-012,102,22,7.0,44
2026-06-30,SKU-013,52,18,14.0,37
2026-06-30,SKU-014,350,0,21.0,244
2026-06-30,SKU-015,35,0,7.0,33
2026-06-30,SKU-016,168,46,5.0,92
2026-06-30,SKU-017,19,0,5.0,14
2026-06-30,SKU-018,337,0,28.0,158
2026-06-30,SKU-019,223,0,14.0,205
2026-06-30,SKU-020,440,0,10.0,77
2026-06-30,SKU-021,120,52,5.0,104
2026-06-30,SKU-022,86,25,14.0,51
2026-06-30,SKU-023,93,0,21.0,169
2026-06-30,SKU-024,372,0,5.0,79
2026-06-30,SKU-025,169,34,5.0,69
2026-06-30,SKU-026,135,171,14.0,171
2026-06-30,SKU-027,232,52,7.0,105
2026-06-30,SKU-028,95,0,7.0,146
2026-06-30,SKU-029,30,0,5.0,23
2026-06-30,SKU-030,714,186,21.0,373
2026-06-30,SKU-031,285,0,21.0,306
2026-06-30,SKU-032,235,78,28.0,157
2026-06-30,SKU-033,274,108,21.0,216
2026-06-30,SKU-034,98,0,10.0,91
2026-06-30,SKU-035,54,61,7.0,61
2026-06-30,SKU-036,207,45,5.0,90
2026-06-30,SKU-037,242,107,14.0,214
2026-06-30,SKU-038,248,0,21.0,278
2026-06-30,SKU-039,97,99,7.0,99
2026-06-30,SKU-040,55,130,5.0,130
2026-06-30,SKU-041,374,0,14.0,175
2026-06-30,SKU-042,104,32,21.0,65
2026-06-30,SKU-043,108,0,28.0,45
2026-06-30,SKU-044,416,0,10.0,102
2026-06-30,SKU-045,50,0,21.0,129
2026-06-30,SKU-046,157,75,7.0,151
2026-06-30,SKU-047,61,78,21.0,78
2026-06-30,SKU-048,231,0,10.0,42
2026-06-30,SKU-049,92,0,21.0,260
2026-06-30,SKU-050,401,0,14.0,114
2026-06-30,SKU-051,2,37,5.0,47
2026-06-30,SKU-052,84,192,14.0,241
2026-06-30,SKU-053,45,81,5.0,81
2026-06-30,SKU-054,25,39,7.0,39
2026-06-30,SKU-055,17,0,28.0,84
2026-06-30,SKU-056,155,0,5.0,129
2026-06-30,SKU-057,76,146,21.0,146
2026-06-30,SKU-058,39,87,21.0,109
2026-06-30,SKU-059,60,0,21.0,179
2026-06-30,SKU-060,12,0,5.0,56
2026-06-30,SKU-061,726,149,28.0,298
2026-06-30,SKU-062,84,0,21.0,148
2026-06-30,SKU-063,59,0,14.0,160
2026-06-30,SKU-064,214,47,14.0,95
2026-06-30,SKU-065,57,124,7.0,156
2026-06-30,SKU-066,173,44,10.0,89
2026-06-30,SKU-067,7,112,14.0,140
2026-06-30,SKU-068,97,0,14.0,133
2026-06-30,SKU-069,73,30,21.0,60
2026-06-30,SKU-070,523,125,21.0,251
2026-06-30,SKU-071,97,0,14.0,166
2026-06-30,SKU-072,100,114,14.0,114
2026-06-30,SKU-073,420,0,21.0,300
2026-06-30,SKU-074,695,165,28.0,331
2026-06-30,SKU-075,154,0,5.0,83
2026-06-30,SKU-076,200,0,14.0,61
2026-06-30,SKU-077,110,31,21.0,62
2026-06-30,SKU-078,27,0,14.0,180
2026-06-30,SKU-079,340,0,21.0,340
2026-06-30,SKU-080,197,49,28.0,98
2026-06-30,SKU-081,164,0,7.0,42
2026-06-30,SKU-082,524,151,21.0,302
2026-06-30,SKU-083,146,40,5.0,81
2026-06-30,SKU-084,35,0,7.0,141
2026-06-30,SKU-085,188,0,5.0,97
2026-06-30,SKU-086,162,183,10.0,183
2026-06-30,SKU-087,368,86,28.0,173
2026-06-30,SKU-088,47,0,21.0,98
2026-06-30,SKU-089,907,0,21.0,159
2026-06-30,SKU-090,200,0,14.0,56
2026-06-30,SKU-091,16,6,7.0,12
2026-06-30,SKU-092,767,0,28.0,227
2026-06-30,SKU-093,224,54,7.0,108
2026-06-30,SKU-094,202,43,21.0,87
2026-06-30,SKU-095,57,28,10.0,57
2026-06-30,SKU-096,242,68,28.0,137
2026-06-30,SKU-097,311,65,5.0,131
2026-06-30,SKU-098,263,0,5.0,81
2026-06-30,SKU-099,193,61,7.0,122
2026-06-30,SKU-100,178,0,21.0,52
2026-06-30,SKU-101,205,0,7.0,83
2026-06-30,SKU-102,474,0,28.0,315
2026-06-30,SKU-103,29,93,10.0,117
2026-06-30,SKU-104,689,140,21.0,281
2026-06-30,SKU-105,84,23,10.0,46
2026-06-30,SKU-106,101,44,5.0,88
2026-06-30,SKU-107,145,0,28.0,310
2026-06-30,SKU-108,83,0,21.0,51
2026-06-30,SKU-109,373,0,21.0,122
2026-06-30,SKU-110,69,0,28.0,81
2026-06-30,SKU-111,365,0,28.0,232
2026-06-30,SKU-112,67,31,14.0,63
2026-06-30,SKU-113,169,65,5.0,130
2026-06-30,SKU-114,196,0,14.0,211
2026-06-30,SKU-115,112,49,7.0,99
2026-06-30,SKU-116,29,7,5.0,14
2026-06-30,SKU-117,477,0,14.0,205
2026-06-30,SKU-118,323,0,14.0,189
2026-06-30,SKU-119,114,262,21.0,328
2026-06-30,SKU-120,193,0,28.0,172
2026-06-30,SKU-121,1183,0,21.0,247
2026-06-30,SKU-122,1721,0,21.0,345
2026-06-30,SKU-123,20,52,10.0,65
2026-06-30,SKU-124,513,0,14.0,212
2026-06-30,SKU-125,188,71,21.0,142
2026-06-30,SKU-126,1,0,21.0,28
2026-06-30,SKU-127,14,33,14.0,42
2026-06-30,SKU-128,52,0,7.0,122
2026-06-30,SKU-129,339,0,21.0,57
2026-06-30,SKU-130,338,0,7.0,157
2026-06-30,SKU-131,42,0,5.0,115
2026-06-30,SKU-132,67,0,5.0,95
2026-06-30,SKU-133,1139,0,28.0,234
2026-06-30,SKU-134,767,218,28.0,436
2026-06-30,SKU-135,59,130,7.0,130
2026-06-30,SKU-136,16,0,14.0,101
2026-06-30,SKU-137,127,0,14.0,34
2026-06-30,SKU-138,188,0,21.0,161
2026-06-30,SKU-139,281,0,21.0,293
2026-06-30,SKU-140,9,0,14.0,198
2026-06-30,SKU-141,287,139,21.0,278
2026-06-30,SKU-142,2,88,7.0,110
2026-06-30,SKU-143,29,0,10.0,43
2026-06-30,SKU-144,516,136,21.0,272
2026-06-30,SKU-145,265,0,14.0,230
2026-06-30,SKU-146,117,0,5.0,56
2026-06-30,SKU-147,974,0,21.0,211
2026-06-30,SKU-148,11,132,28.0,166
2026-06-30,SKU-149,245,322,21.0,322
2026-06-30,SKU-150,220,0,28.0,122
2026-06-30,SKU-151,769,0,10.0,149
2026-06-30,SKU-152,56,0,28.0,192
2026-06-30,SKU-153,4,0,7.0,15
2026-06-30,SKU-154,279,57,14.0,115
2026-06-30,SKU-155,266,0,14.0,151
2026-06-30,SKU-156,43,0,5.0,50
2026-06-30,SKU-157,113,23,14.0,47
2026-06-30,SKU-158,1014,0,28.0,421
2026-06-30,SKU-159,5,0,5.0,13
2026-06-30,SKU-160,369,0,14.0,245
2026-06-30,SKU-161,4,0,5.0,30
2026-06-30,SKU-162,203,0,14.0,171
2026-06-30,SKU-163,98,0,5.0,70
2026-06-30,SKU-164,169,37,7.0,75
2026-06-30,SKU-165,70,0,10.0,36
2026-06-30,SKU-166,200,0,10.0,177
2026-06-30,SKU-167,23,0,10.0,25
2026-06-30,SKU-168,109,0,28.0,197
2026-06-30,SKU-169,49,0,7.0,25
2026-06-30,SKU-170,0,0,5.0,119
2026-06-30,SKU-171,169,48,5.0,97
2026-06-30,SKU-172,522,0,28.0,393
2026-06-30,SKU-173,213,0,7.0,108
2026-06-30,SKU-174,11,83,7.0,104
2026-06-30,SKU-175,665,178,21.0,357
2026-06-30,SKU-176,8,0,14.0,18
2026-06-30,SKU-177,289,0,21.0,151
2026-06-30,SKU-178,352,0,14.0,211
2026-06-30,SKU-179,7,22,7.0,28
2026-06-30,SKU-180,108,0,7.0,34
2026-06-30,SKU-181,109,194,28.0,194
2026-06-30,SKU-182,328,0,21.0,306
2026-06-30,SKU-183,74,0,28.0,54
2026-06-30,SKU-184,15,116,14.0,146
2026-06-30,SKU-185,393,0,21.0,227
2026-06-30,SKU-186,13,0,5.0,49
2026-06-30,SKU-187,74,192,14.0,241
2026-06-30,SKU-188,39,96,5.0,120
2026-06-30,SKU-189,23,0,7.0,69
2026-06-30,SKU-190,118,0,28.0,192
2026-06-30,SKU-191,8,0,5.0,95
2026-06-30,SKU-192,95,0,14.0,132
2026-06-30,SKU-193,294,0,10.0,131
2026-06-30,SKU-194,1269,0,21.0,364
2026-06-30,SKU-195,342,116,14.0,232
2025-03-31,SKU-021,96,24,5.0,48
2025-03-31,SKU-022,541,193,28.0,386
2025-03-31,SKU-023,114,0,5.0,24
