sku_id,week_end_date,units_sold,revenue,promo_flag,is_holiday,year,week_of_year,month,season,lag_1,lag_2,lag_3,lag_4,rolling_mean_4,rolling_std_4,rolling_max_4,category,subcategory,unit_cost,list_price,gross_margin_pct,on_hand_units,on_order_units,lead_time_days,reorder_point,gross_profit
SKU-062,2026-03-15,51,548196.96,1,0.0,2026,11,3,Spring,51.0,50.0,41.0,37.0,44.75,6.85,51.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,182845.71
SKU-062,2026-03-22,47,505201.12,1,0.0,2026,12,3,Spring,51.0,51.0,50.0,41.0,48.25,4.86,51.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,168504.87
SKU-062,2026-03-29,38,408460.48,1,0.0,2026,13,3,Spring,47.0,51.0,51.0,50.0,49.75,1.89,51.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,136237.98
SKU-062,2026-04-05,39,419209.44,1,0.0,2026,14,4,Spring,38.0,47.0,51.0,51.0,46.75,6.13,51.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,139823.19
SKU-062,2026-04-12,41,440707.36,1,0.0,2026,15,4,Spring,39.0,38.0,47.0,51.0,43.75,6.29,51.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,146993.61
SKU-062,2026-04-19,34,365464.64,1,0.0,2026,16,4,Spring,41.0,39.0,38.0,47.0,41.25,4.03,47.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,121897.14
SKU-062,2026-04-26,54,580443.84,1,0.0,2026,17,4,Spring,34.0,41.0,39.0,38.0,38.0,2.94,41.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,193601.34
SKU-062,2026-05-03,29,311719.83999999997,1,0.0,2026,18,5,Summer,54.0,34.0,41.0,39.0,42.0,8.52,54.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,103971.09
SKU-062,2026-05-10,52,558945.92,1,0.0,2026,19,5,Summer,29.0,54.0,34.0,41.0,39.5,10.85,54.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,186430.92
SKU-062,2026-05-17,44,472954.24,1,0.0,2026,20,5,Summer,52.0,29.0,54.0,34.0,42.25,12.61,54.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,157749.24
SKU-062,2026-05-24,35,376213.6,1,0.0,2026,21,5,Summer,44.0,52.0,29.0,54.0,44.75,11.35,54.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,125482.35
SKU-062,2026-05-31,32,343966.72000000003,1,0.0,2026,22,5,Summer,35.0,44.0,52.0,29.0,40.0,10.1,52.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,114726.72
SKU-062,2026-06-07,47,505201.12,1,0.0,2026,23,6,Summer,32.0,35.0,44.0,52.0,40.75,9.07,52.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,168504.87
SKU-062,2026-06-14,38,408460.48000000004,1,0.0,2026,24,6,Summer,47.0,32.0,35.0,44.0,39.5,7.14,47.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,136237.98
SKU-062,2026-06-21,41,440707.36,1,0.0,2026,25,6,Summer,38.0,47.0,32.0,35.0,38.0,6.48,47.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,146993.61
SKU-062,2026-06-28,39,419209.44,1,0.0,2026,26,6,Summer,41.0,38.0,47.0,32.0,39.5,6.24,47.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,139823.19
SKU-062,2026-07-05,13,139736.48,1,0.0,2026,27,7,Monsoon,39.0,41.0,38.0,47.0,41.25,4.03,47.0,Small Appliances,Toasters,7163.75,12645.83,43.35,84,0,21,148,46607.73
SKU-063,2025-01-05,122,230792.28,1,0.0,2025,1,1,Winter,,,,,39.33,1.53,41.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,68982.46
SKU-063,2025-01-12,178,336729.72,1,0.0,2025,2,1,Winter,122.0,,,,67.33,47.35,122.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,100646.54
SKU-063,2025-01-19,191,361322.34,1,0.0,2025,3,1,Winter,178.0,122.0,,,113.0,69.94,178.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,107997.13
SKU-063,2025-01-26,212,401048.88,1,1.0,2025,4,1,Winter,191.0,178.0,122.0,,163.67,36.67,191.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,119871.16
SKU-063,2025-02-02,150,283761.0,1,0.0,2025,5,2,Winter,212.0,191.0,178.0,122.0,175.75,38.47,212.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,84814.5
SKU-063,2025-02-09,170,321595.8,1,0.0,2025,6,2,Winter,150.0,212.0,191.0,178.0,182.75,25.94,212.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,96123.1
SKU-063,2025-02-16,151,285652.74,1,0.0,2025,7,2,Winter,170.0,150.0,212.0,191.0,180.75,26.73,212.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,85379.93
SKU-063,2025-02-23,138,261060.12,1,0.0,2025,8,2,Winter,151.0,170.0,150.0,212.0,170.75,29.0,212.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,78029.34
SKU-063,2025-03-02,176,332946.24,1,0.0,2025,9,3,Spring,138.0,151.0,170.0,150.0,152.25,13.23,170.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,99515.68
SKU-063,2025-03-09,182,344296.68,1,0.0,2025,10,3,Spring,176.0,138.0,151.0,170.0,158.75,17.46,176.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,102908.26
SKU-063,2025-03-16,199,376456.26,1,1.0,2025,11,3,Spring,182.0,176.0,138.0,151.0,161.75,20.76,182.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,112520.57
SKU-063,2025-03-23,168,317812.32,1,0.0,2025,12,3,Spring,199.0,182.0,176.0,138.0,173.75,25.75,199.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,94992.24
SKU-063,2025-03-30,162,306461.88,1,0.0,2025,13,3,Spring,168.0,199.0,182.0,176.0,181.25,13.15,199.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,91599.66
SKU-063,2025-04-06,166,319370.28,1,0.0,2025,14,4,Spring,162.0,168.0,199.0,182.0,177.75,16.46,199.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,99202.82
SKU-063,2025-04-13,190,359430.6,1,0.0,2025,15,4,Spring,166.0,162.0,168.0,199.0,173.75,17.02,199.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,107431.7
SKU-063,2025-04-20,178,336729.72,1,0.0,2025,16,4,Spring,190.0,166.0,162.0,168.0,171.5,12.58,190.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,100646.54
SKU-063,2025-04-27,184,348080.16000000003,1,0.0,2025,17,4,Spring,178.0,190.0,166.0,162.0,174.0,12.65,190.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,104039.12
SKU-063,2025-05-04,184,348080.16000000003,1,0.0,2025,18,5,Summer,184.0,178.0,190.0,166.0,179.5,10.25,190.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,104039.12
SKU-063,2025-05-11,175,331054.5,1,0.0,2025,19,5,Summer,184.0,184.0,178.0,190.0,184.0,4.9,190.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,98950.25
SKU-063,2025-05-18,183,346188.42,1,0.0,2025,20,5,Summer,175.0,184.0,184.0,178.0,180.25,4.5,184.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,103473.69
SKU-063,2025-05-25,177,339177.9,1,0.0,2025,21,5,Summer,183.0,175.0,184.0,184.0,181.5,4.36,184.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,104421.03
SKU-063,2025-06-01,185,349971.9,1,0.0,2025,22,6,Summer,177.0,183.0,175.0,184.0,179.75,4.43,184.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,104604.55
SKU-063,2025-06-08,191,361322.34,1,0.0,2025,23,6,Summer,185.0,177.0,183.0,175.0,180.0,4.76,185.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,107997.13
SKU-063,2025-06-15,172,325379.28,1,0.0,2025,24,6,Summer,191.0,185.0,177.0,183.0,184.0,5.77,191.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,97253.96
SKU-063,2025-06-22,170,321595.8,1,0.0,2025,25,6,Summer,172.0,191.0,185.0,177.0,181.25,8.42,191.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,96123.1
SKU-063,2025-06-29,217,410507.58,1,0.0,2025,26,6,Summer,170.0,172.0,191.0,185.0,179.5,10.15,191.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,122698.31
SKU-063,2025-07-06,175,331054.5,1,0.0,2025,27,7,Monsoon,217.0,170.0,172.0,191.0,187.5,21.83,217.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,98950.25
SKU-063,2025-07-13,197,372672.78,1,0.0,2025,28,7,Monsoon,175.0,217.0,170.0,172.0,183.5,22.43,217.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,111389.71
SKU-063,2025-07-20,173,327271.02,1,0.0,2025,29,7,Monsoon,197.0,175.0,217.0,170.0,189.75,21.62,217.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,97819.39
SKU-063,2025-07-27,168,317812.32,1,0.0,2025,30,7,Monsoon,173.0,197.0,175.0,217.0,190.5,20.74,217.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,94992.24
SKU-063,2025-08-03,192,363214.08,1,0.0,2025,31,8,Monsoon,168.0,173.0,197.0,175.0,178.25,12.84,197.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,108562.56
SKU-063,2025-08-10,182,344296.68,1,0.0,2025,32,8,Monsoon,192.0,168.0,173.0,197.0,182.5,14.15,197.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,102908.26
SKU-063,2025-08-17,169,319704.06,1,1.0,2025,33,8,Monsoon,182.0,192.0,168.0,173.0,178.75,10.56,192.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,95557.67
SKU-063,2025-08-24,163,308353.62,1,0.0,2025,34,8,Monsoon,169.0,182.0,192.0,168.0,177.75,11.44,192.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,92165.09
SKU-063,2025-08-31,189,357538.86,1,0.0,2025,35,8,Monsoon,163.0,169.0,182.0,192.0,176.5,13.03,192.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,106866.27
SKU-063,2025-09-07,158,298894.92,1,0.0,2025,36,9,Monsoon,189.0,163.0,169.0,182.0,175.75,11.87,189.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,89337.94
SKU-063,2025-09-14,175,331054.5,1,0.0,2025,37,9,Monsoon,158.0,189.0,163.0,169.0,169.75,13.6,189.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,98950.25
SKU-063,2025-09-21,167,315920.58,1,0.0,2025,38,9,Monsoon,175.0,158.0,189.0,163.0,171.25,13.82,189.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,94426.81
SKU-063,2025-09-28,183,346188.42,1,0.0,2025,39,9,Monsoon,167.0,175.0,158.0,189.0,172.25,13.15,189.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,103473.69
SKU-063,2025-10-05,189,357538.86,1,0.0,2025,40,10,Fall,183.0,167.0,175.0,158.0,170.75,10.72,183.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,106866.27
SKU-063,2025-10-12,185,349971.9,1,0.0,2025,41,10,Fall,189.0,183.0,167.0,175.0,178.5,9.57,189.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,104604.55
SKU-063,2025-10-19,134,253493.16,1,0.0,2025,42,10,Fall,185.0,189.0,183.0,167.0,181.0,9.66,189.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,75767.62
SKU-063,2025-10-26,194,366997.56,1,1.0,2025,43,10,Fall,134.0,185.0,189.0,183.0,172.75,25.95,189.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,109693.42
SKU-063,2025-11-02,181,342404.94,1,0.0,2025,44,11,Fall,194.0,134.0,185.0,189.0,175.5,27.91,194.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,102342.83
SKU-063,2025-11-09,169,319704.06,1,0.0,2025,45,11,Fall,181.0,194.0,134.0,185.0,173.5,26.89,194.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,95557.67
SKU-063,2025-11-16,196,370781.04,1,0.0,2025,46,11,Fall,169.0,181.0,194.0,134.0,169.5,25.77,194.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,110824.28
SKU-063,2025-11-23,179,338621.46,1,0.0,2025,47,11,Fall,196.0,169.0,181.0,194.0,185.0,12.57,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,101211.97
SKU-063,2025-11-30,157,297003.18,1,0.0,2025,48,11,Fall,179.0,196.0,169.0,181.0,181.25,11.15,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,88772.51
SKU-063,2025-12-07,175,331054.5,1,0.0,2025,49,12,Winter,157.0,179.0,196.0,169.0,175.25,16.5,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,98950.25
SKU-063,2025-12-14,188,355647.12,1,0.0,2025,50,12,Winter,175.0,157.0,179.0,196.0,176.75,16.01,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,106300.84
SKU-063,2025-12-21,176,332946.24,1,0.0,2025,51,12,Winter,188.0,175.0,157.0,179.0,174.75,13.02,188.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,99515.68
SKU-063,2025-12-28,150,283761.0,1,1.0,2025,52,12,Winter,176.0,188.0,175.0,157.0,174.0,12.78,188.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,84814.5
SKU-063,2026-01-04,167,315920.58,1,1.0,2026,1,1,Winter,150.0,176.0,188.0,175.0,172.25,15.97,188.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,94426.81
SKU-063,2026-01-11,163,308353.62,1,0.0,2026,2,1,Winter,167.0,150.0,176.0,188.0,170.25,16.01,188.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,92165.09
SKU-063,2026-01-18,166,314028.83999999997,1,0.0,2026,3,1,Winter,163.0,167.0,150.0,176.0,164.0,10.8,176.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,93861.38
SKU-063,2026-01-25,187,353755.38,1,0.0,2026,4,1,Winter,166.0,163.0,167.0,150.0,161.5,7.85,167.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,105735.41
SKU-063,2026-02-01,190,359430.6,1,1.0,2026,5,2,Winter,187.0,166.0,163.0,167.0,170.75,10.97,187.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,107431.7
SKU-063,2026-02-08,144,272410.56,1,0.0,2026,6,2,Winter,190.0,187.0,166.0,163.0,176.5,13.96,190.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,81421.92
SKU-063,2026-02-15,166,314028.83999999997,1,0.0,2026,7,2,Winter,144.0,190.0,187.0,166.0,171.75,21.36,190.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,93861.38
SKU-063,2026-02-22,173,327271.02,1,0.0,2026,8,2,Winter,166.0,144.0,190.0,187.0,171.75,21.36,190.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,97819.39
SKU-063,2026-03-01,184,348080.16000000003,1,0.0,2026,9,3,Spring,173.0,166.0,144.0,190.0,168.25,19.05,190.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,104039.12
SKU-063,2026-03-08,192,363214.08,1,1.0,2026,10,3,Spring,184.0,173.0,166.0,144.0,166.75,16.88,184.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,108562.56
SKU-063,2026-03-15,186,351863.64,1,0.0,2026,11,3,Spring,192.0,184.0,173.0,166.0,178.75,11.53,192.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,105169.98
SKU-063,2026-03-22,164,310245.36,1,0.0,2026,12,3,Spring,186.0,192.0,184.0,173.0,183.75,7.93,192.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,92730.52
SKU-063,2026-03-29,163,308353.62,1,0.0,2026,13,3,Spring,164.0,186.0,192.0,184.0,181.5,12.15,192.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,92165.09
SKU-063,2026-04-05,186,351863.64,1,0.0,2026,14,4,Spring,163.0,164.0,186.0,192.0,176.25,14.93,192.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,105169.98
SKU-063,2026-04-12,179,338621.46,1,0.0,2026,15,4,Spring,186.0,163.0,164.0,186.0,174.75,13.0,186.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,101211.97
SKU-063,2026-04-19,160,302678.4,1,0.0,2026,16,4,Spring,179.0,186.0,163.0,164.0,173.0,11.34,186.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,90468.8
SKU-063,2026-04-26,186,351863.64,1,0.0,2026,17,4,Spring,160.0,179.0,186.0,163.0,172.0,12.52,186.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,105169.98
SKU-063,2026-05-03,173,327271.02,1,0.0,2026,18,5,Summer,186.0,160.0,179.0,186.0,177.75,12.28,186.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,97819.39
SKU-063,2026-05-10,196,370781.04,1,0.0,2026,19,5,Summer,173.0,186.0,160.0,179.0,174.5,11.03,186.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,110824.28
SKU-063,2026-05-17,180,340513.2,1,0.0,2026,20,5,Summer,196.0,173.0,186.0,160.0,178.75,15.65,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,101777.4
SKU-063,2026-05-24,176,332946.24,1,0.0,2026,21,5,Summer,180.0,196.0,173.0,186.0,183.75,9.74,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,99515.68
SKU-063,2026-05-31,196,370781.04000000004,1,0.0,2026,22,5,Summer,176.0,180.0,196.0,173.0,181.25,10.24,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,110824.28
SKU-063,2026-06-07,159,300786.66000000003,1,0.0,2026,23,6,Summer,196.0,176.0,180.0,196.0,187.0,10.52,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,89903.37
SKU-063,2026-06-14,168,317812.32,1,0.0,2026,24,6,Summer,159.0,196.0,176.0,180.0,177.75,15.2,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,94992.24
SKU-063,2026-06-21,179,338621.46,1,0.0,2026,25,6,Summer,168.0,159.0,196.0,176.0,174.75,15.78,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,101211.97
SKU-063,2026-06-28,185,349971.9,1,0.0,2026,26,6,Summer,179.0,168.0,159.0,196.0,175.5,15.93,196.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,104604.55
SKU-063,2026-07-05,42,79453.08,1,0.0,2026,27,7,Monsoon,185.0,179.0,168.0,159.0,172.75,11.56,185.0,Bedding & Bath,Pillows,1326.31,2225.58,40.41,59,0,14,160,23748.06
SKU-064,2025-01-05,54,273006.18,1,0.0,2025,1,1,Winter,,,,,177.33,8.62,185.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,62887.32
SKU-064,2025-01-12,60,303340.2,1,0.0,2025,2,1,Winter,54.0,,,,139.33,73.96,185.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,69874.8
SKU-064,2025-01-19,64,323562.88,1,0.0,2025,3,1,Winter,60.0,54.0,,,99.67,73.96,185.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,74533.12
SKU-064,2025-01-26,61,308395.87,1,1.0,2025,4,1,Winter,64.0,60.0,54.0,,59.33,5.03,64.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,71039.38
SKU-064,2025-02-02,68,343785.56,1,0.0,2025,5,2,Winter,61.0,64.0,60.0,54.0,59.75,4.19,64.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,79191.44
SKU-064,2025-02-09,59,298284.53,1,0.0,2025,6,2,Winter,68.0,61.0,64.0,60.0,63.25,3.59,68.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,68710.22
SKU-064,2025-02-16,54,273006.18,1,0.0,2025,7,2,Winter,59.0,68.0,61.0,64.0,63.0,3.92,68.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,62887.32
SKU-064,2025-02-23,73,369063.91000000003,1,0.0,2025,8,2,Winter,54.0,59.0,68.0,61.0,60.5,5.8,68.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,85014.34
SKU-064,2025-03-02,78,394342.26,1,0.0,2025,9,3,Spring,73.0,54.0,59.0,68.0,63.5,8.58,73.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,90837.24
SKU-064,2025-03-09,55,278061.85,1,0.0,2025,10,3,Spring,78.0,73.0,54.0,59.0,66.0,11.34,78.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,64051.9
SKU-064,2025-03-16,80,404453.6,1,1.0,2025,11,3,Spring,55.0,78.0,73.0,54.0,65.0,12.3,78.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,93166.4
SKU-064,2025-03-23,68,343785.56,1,0.0,2025,12,3,Spring,80.0,55.0,78.0,73.0,71.5,11.39,80.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,79191.44
SKU-064,2025-03-30,66,333674.22,1,0.0,2025,13,3,Spring,68.0,80.0,55.0,78.0,70.25,11.44,80.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,76862.28
SKU-064,2025-04-06,62,316128.08,1,0.0,2025,14,4,Spring,66.0,68.0,80.0,55.0,67.25,10.24,80.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,74880.5
SKU-064,2025-04-13,73,369063.91000000003,1,0.0,2025,15,4,Spring,62.0,66.0,68.0,80.0,69.0,7.75,80.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,85014.34
SKU-064,2025-04-20,68,343785.56,1,0.0,2025,16,4,Spring,73.0,62.0,66.0,68.0,67.25,4.57,73.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,79191.44
SKU-064,2025-04-27,58,293228.86,1,0.0,2025,17,4,Spring,68.0,73.0,62.0,66.0,67.25,4.57,73.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,67545.64
SKU-064,2025-05-04,65,328618.55,1,0.0,2025,18,5,Summer,58.0,68.0,73.0,62.0,65.25,6.6,73.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,75697.7
SKU-064,2025-05-11,64,323562.88,1,0.0,2025,19,5,Summer,65.0,58.0,68.0,73.0,66.0,6.27,73.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,74533.12
SKU-064,2025-05-18,78,394342.26,1,0.0,2025,20,5,Summer,64.0,65.0,58.0,68.0,63.75,4.19,68.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,90837.24
SKU-064,2025-05-25,59,298284.53,1,0.0,2025,21,5,Summer,78.0,64.0,65.0,58.0,66.25,8.42,78.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,68710.22
SKU-064,2025-06-01,61,308395.87,1,0.0,2025,22,6,Summer,59.0,78.0,64.0,65.0,66.5,8.1,78.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,71039.38
SKU-064,2025-06-08,80,404453.6,1,0.0,2025,23,6,Summer,61.0,59.0,78.0,64.0,65.5,8.58,78.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,93166.4
SKU-064,2025-06-15,54,273006.18,1,0.0,2025,24,6,Summer,80.0,61.0,59.0,78.0,69.5,11.03,80.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,62887.32
SKU-064,2025-06-22,64,323562.88,1,0.0,2025,25,6,Summer,54.0,80.0,61.0,59.0,63.5,11.39,80.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,74533.12
SKU-064,2025-06-29,55,278061.85,1,0.0,2025,26,6,Summer,64.0,54.0,80.0,61.0,64.75,11.0,80.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,64051.9
SKU-064,2025-07-06,73,369063.91,1,0.0,2025,27,7,Monsoon,55.0,64.0,54.0,80.0,63.25,12.04,80.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,85014.34
SKU-064,2025-07-13,57,288173.19,1,0.0,2025,28,7,Monsoon,73.0,55.0,64.0,54.0,61.5,8.89,73.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,66381.06
SKU-064,2025-07-20,74,374119.58,1,0.0,2025,29,7,Monsoon,57.0,73.0,55.0,64.0,62.25,8.14,73.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,86178.92
SKU-064,2025-07-27,56,283117.52,1,0.0,2025,30,7,Monsoon,74.0,57.0,73.0,55.0,64.75,10.14,74.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,65216.48
SKU-064,2025-08-03,69,348841.23,1,0.0,2025,31,8,Monsoon,56.0,74.0,57.0,73.0,65.0,9.83,74.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,80356.02
SKU-064,2025-08-10,65,328618.55,1,0.0,2025,32,8,Monsoon,69.0,56.0,74.0,57.0,64.0,8.91,74.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,75697.7
SKU-064,2025-08-17,84,424676.28,1,1.0,2025,33,8,Monsoon,65.0,69.0,56.0,74.0,66.0,7.62,74.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,97824.72
SKU-064,2025-08-24,48,242672.16,1,0.0,2025,34,8,Monsoon,84.0,65.0,69.0,56.0,68.5,11.68,84.0,Kitchen & Dining,Cookware,3891.09,5947.85,34.58,214,47,14,95,55899.84
